RaterID,CaseID,Series,CaseType,TOC,TOC_capped,NabN,CaseCert,Accuracy,Sequence,posttest_score,posttest_nabn_score,phases_completed,cases_completed
21,D0091,Learning,Normal,26.427,26.427,Normal,Probably,1,58,0.8,0.85,2,100
21,D0156,Learning,Abnormal,17.222,17.222,Abnormal,Definitely,1,59,0.8,0.85,2,100
21,D0059,Learning,Normal,31.858,31.858,Normal,Probably,1,60,0.8,0.85,2,100
21,D0270,Learning,Abnormal,16.881,16.881,Abnormal,Probably,1,61,0.8,0.85,2,100
21,D0185,Learning,Abnormal,19.481,19.481,Abnormal,Definitely,1,62,0.8,0.85,2,100
21,D0202,Learning,Abnormal,14.157,14.157,Abnormal,Definitely,1,63,0.8,0.85,2,100
21,D0292,Learning,Abnormal,22.741,22.741,Abnormal,Definitely,1,64,0.8,0.85,2,100
21,D0004,Learning,Normal,47.779,47.779,Normal,Probably,1,65,0.8,0.85,2,100
21,D0067,Learning,Normal,33.087,33.087,Normal,Probably,1,66,0.8,0.85,2,100
21,D0097,Learning,Normal,14.179,14.179,Normal,Probably,1,67,0.8,0.85,2,100
21,D0192,Learning,Abnormal,29.43,29.43,Abnormal,Probably,1,68,0.8,0.85,2,100
21,D0294,Learning,Abnormal,19.186,19.186,Abnormal,Definitely,1,69,0.8,0.85,2,100
21,D0312,Learning,Abnormal,15.256,15.256,Abnormal,Probably,1,70,0.8,0.85,2,100
21,D0183,Learning,Abnormal,21.223,21.223,Normal,Probably,0,71,0.8,0.85,2,100
21,D0013,Learning,Normal,75.579,75.579,Normal,Probably,1,72,0.8,0.85,2,100
21,D0282,Learning,Abnormal,22.498,22.498,Abnormal,Probably,1,73,0.8,0.85,2,100
21,D0197,Learning,Abnormal,17.949,17.949,Abnormal,Definitely,1,74,0.8,0.85,2,100
21,D0343,Learning,Abnormal,17.402,17.402,Abnormal,Definitely,1,75,0.8,0.85,2,100
21,D0369,Learning,Abnormal,55.819,55.819,Abnormal,Probably,1,76,0.8,0.85,2,100
21,D0318,Learning,Abnormal,10.479,10.479,Abnormal,Definitely,1,77,0.8,0.85,2,100
21,D0039,Learning,Normal,21.626,21.626,Normal,Probably,1,78,0.8,0.85,2,100
21,D0165,Learning,Abnormal,19.697,19.697,Normal,Probably,0,79,0.8,0.85,2,100
21,D0063,Learning,Normal,41.995,41.995,Abnormal,Probably,0,80,0.8,0.85,2,100
15,D0083,Learning,Normal,3572.51,300,Abnormal,Definitely,0,40,0.75,0.8,2,100
15,D0230,Learning,Abnormal,29.009,29.009,Abnormal,Definitely,1,41,0.75,0.8,2,100
15,D0302,Learning,Abnormal,32.328,32.328,Abnormal,Definitely,1,42,0.75,0.8,2,100
15,D0078,Learning,Normal,47.673,47.673,Normal,Definitely,1,43,0.75,0.8,2,100
15,D0336,Learning,Abnormal,168.592,168.592,Normal,Definitely,0,44,0.75,0.8,2,100
15,D0261,Learning,Abnormal,43.427,43.427,Abnormal,Definitely,0,45,0.75,0.8,2,100
15,D0119,Learning,Normal,54.96,54.96,Normal,Definitely,1,46,0.75,0.8,2,100
15,D0047,Learning,Normal,443.737,300,Abnormal,Probably,0,47,0.75,0.8,2,100
15,D0076,Learning,Normal,24.182,24.182,Abnormal,Definitely,0,48,0.75,0.8,2,100
15,D0081,Learning,Normal,50.782,50.782,Normal,Definitely,1,49,0.75,0.8,2,100
15,D0365,Learning,Abnormal,91.53,91.53,Abnormal,Definitely,1,50,0.75,0.8,2,100
15,D0305,Learning,Abnormal,45.849,45.849,Abnormal,Definitely,0,51,0.75,0.8,2,100
15,D0156,Learning,Abnormal,46.521,46.521,Abnormal,Definitely,0,52,0.75,0.8,2,100
15,D0202,Learning,Abnormal,75.371,75.371,Abnormal,Definitely,1,53,0.75,0.8,2,100
15,D0273,Learning,Abnormal,26.114,26.114,Abnormal,Definitely,1,54,0.75,0.8,2,100
15,D0308,Learning,Abnormal,196.808,196.808,Abnormal,Definitely,1,55,0.75,0.8,2,100
15,D0053,Learning,Normal,43.481,43.481,Abnormal,Definitely,0,56,0.75,0.8,2,100
15,D0016,Learning,Normal,14.331,14.331,Normal,Definitely,1,57,0.75,0.8,2,100
15,D0170,Learning,Abnormal,110.088,110.088,Abnormal,Definitely,1,58,0.75,0.8,2,100
15,D0011,Learning,Normal,189.817,189.817,Normal,Probably,1,59,0.75,0.8,2,100
15,D0097,Learning,Normal,435.843,300,Normal,Definitely,1,60,0.75,0.8,2,100
15,D0271,Learning,Abnormal,146.425,146.425,Abnormal,Definitely,1,61,0.75,0.8,2,100
15,D0199,Learning,Abnormal,79.397,79.397,Abnormal,Definitely,1,62,0.75,0.8,2,100
15,D0312,Learning,Abnormal,2582.54,300,Abnormal,Definitely,1,63,0.75,0.8,2,100
15,D0369,Learning,Abnormal,96.38,96.38,Abnormal,Definitely,1,64,0.75,0.8,2,100
15,D0059,Learning,Normal,58.103,58.103,Abnormal,Definitely,0,65,0.75,0.8,2,100
15,D0316,Learning,Abnormal,63.681,63.681,Abnormal,Definitely,1,66,0.75,0.8,2,100
15,D0001,Learning,Normal,165.168,165.168,Normal,Definitely,1,67,0.75,0.8,2,100
15,D0013,Learning,Normal,41.602,41.602,Normal,Definitely,1,68,0.75,0.8,2,100
15,D0303,Learning,Abnormal,647.089,300,Abnormal,Definitely,1,69,0.75,0.8,2,100
15,D0006,Learning,Normal,70.371,70.371,Normal,Definitely,1,70,0.75,0.8,2,100
15,D0104,Learning,Normal,75.025,75.025,Normal,Definitely,1,71,0.75,0.8,2,100
15,D0351,Learning,Abnormal,63.105,63.105,Abnormal,Definitely,1,72,0.75,0.8,2,100
15,D0165,Learning,Abnormal,40.48,40.48,Abnormal,Definitely,0,73,0.75,0.8,2,100
15,D0020,Learning,Normal,59.96,59.96,Normal,Definitely,1,74,0.75,0.8,2,100
15,D0039,Learning,Normal,88.09,88.09,Abnormal,Definitely,0,75,0.75,0.8,2,100
15,D0194,Learning,Abnormal,59.24,59.24,Abnormal,Definitely,0,76,0.75,0.8,2,100
15,D0075,Learning,Normal,59.215,59.215,Normal,Definitely,1,77,0.75,0.8,2,100
15,D0192,Learning,Abnormal,67.471,67.471,Abnormal,Definitely,1,78,0.75,0.8,2,100
15,D0372,Learning,Abnormal,42.612,42.612,Abnormal,Definitely,1,79,0.75,0.8,2,100
15,D0183,Learning,Abnormal,95.005,95.005,Normal,Definitely,0,80,0.75,0.8,2,100
64,D0165,Learning,Abnormal,106.251,106.251,Normal,Definitely,0,1,0.6,0.6,2,100
64,D0109,Learning,Normal,163.775,163.775,Normal,Probably,1,2,0.6,0.6,2,100
64,D0091,Learning,Normal,62.802,62.802,Normal,Probably,1,3,0.6,0.6,2,100
64,D0194,Learning,Abnormal,70.128,70.128,Normal,Probably,0,4,0.6,0.6,2,100
64,D0148,Learning,Abnormal,55.812,55.812,Normal,Probably,0,5,0.6,0.6,2,100
64,D0119,Learning,Normal,96.517,96.517,Abnormal,Definitely,0,6,0.6,0.6,2,100
64,D0400,Learning,Abnormal,90.04,90.04,Abnormal,Definitely,1,7,0.6,0.6,2,100
64,D0308,Learning,Abnormal,48.053,48.053,Abnormal,Definitely,1,8,0.6,0.6,2,100
64,D0004,Learning,Normal,160.404,160.404,Abnormal,Probably,0,9,0.6,0.6,2,100
64,D0170,Learning,Abnormal,108.006,108.006,Abnormal,Definitely,1,10,0.6,0.6,2,100
64,D0231,Learning,Abnormal,68.072,68.072,Abnormal,Definitely,1,11,0.6,0.6,2,100
64,D0160,Learning,Abnormal,85.471,85.471,Normal,Probably,0,12,0.6,0.6,2,100
64,D0302,Learning,Abnormal,64.293,64.293,Abnormal,Definitely,1,13,0.6,0.6,2,100
64,D0318,Learning,Abnormal,29.681,29.681,Abnormal,Definitely,1,14,0.6,0.6,2,100
55,D0410,Learning,Abnormal,39.001,39.001,Abnormal,Definitely,0,1,0.75,0.75,2,100
55,D0372,Learning,Abnormal,33.738,33.738,Abnormal,Definitely,0,2,0.75,0.75,2,100
55,D0318,Learning,Abnormal,10.721,10.721,Abnormal,Definitely,0,3,0.75,0.75,2,100
55,D0370,Learning,Abnormal,9.73,9.73,Abnormal,Definitely,0,4,0.75,0.75,2,100
55,D0253,Learning,Abnormal,12.597,12.597,Abnormal,Definitely,1,5,0.75,0.75,2,100
55,D0279,Learning,Abnormal,28.181,28.181,Abnormal,Definitely,1,6,0.75,0.75,2,100
55,D0004,Learning,Normal,36.684,36.684,Abnormal,Definitely,0,7,0.75,0.75,2,100
55,D0231,Learning,Abnormal,24.712,24.712,Abnormal,Definitely,0,8,0.75,0.75,2,100
55,D0059,Learning,Normal,72.914,72.914,Normal,Probably,1,9,0.75,0.75,2,100
55,D0185,Learning,Abnormal,14.003,14.003,Abnormal,Definitely,0,10,0.75,0.75,2,100
55,D0148,Learning,Abnormal,16.88,16.88,Abnormal,Definitely,1,11,0.75,0.75,2,100
55,D0320,Learning,Abnormal,36.534,36.534,Normal,Probably,0,12,0.75,0.75,2,100
55,D0053,Learning,Normal,171.135,171.135,Abnormal,Probably,0,13,0.75,0.75,2,100
55,D0261,Learning,Abnormal,13.518,13.518,Abnormal,Definitely,1,14,0.75,0.75,2,100
55,D0389,Learning,Abnormal,25.467,25.467,Abnormal,Definitely,0,15,0.75,0.75,2,100
55,D0170,Learning,Abnormal,196.542,196.542,Abnormal,Definitely,1,16,0.75,0.75,2,100
55,D0302,Learning,Abnormal,9.658,9.658,Abnormal,Definitely,1,17,0.75,0.75,2,100
55,D0351,Learning,Abnormal,27.466,27.466,Abnormal,Definitely,1,18,0.75,0.75,2,100
55,D0336,Learning,Abnormal,1094.55,300,Normal,Probably,0,19,0.75,0.75,2,100
55,D0199,Learning,Abnormal,17.83,17.83,Abnormal,Definitely,0,20,0.75,0.75,2,100
55,D0039,Learning,Normal,108.35,108.35,Abnormal,Probably,0,21,0.75,0.75,2,100
55,D0020,Learning,Normal,22.299,22.299,Normal,Probably,1,22,0.75,0.75,2,100
55,D0183,Learning,Abnormal,884.392,300,Normal,Probably,0,23,0.75,0.75,2,100
55,D0365,Learning,Abnormal,94.322,94.322,Abnormal,Definitely,1,24,0.75,0.75,2,100
55,D0091,Learning,Normal,18.066,18.066,Abnormal,Definitely,0,25,0.75,0.75,2,100
55,D0165,Learning,Abnormal,60.446,60.446,Abnormal,Probably,0,26,0.75,0.75,2,100
55,D0131,Learning,Normal,543.297,300,Normal,Probably,1,27,0.75,0.75,2,100
55,D0106,Learning,Normal,27.27,27.27,Normal,Definitely,1,28,0.75,0.75,2,100
55,D0001,Learning,Normal,22.529,22.529,Normal,Probably,1,29,0.75,0.75,2,100
55,D0041,Learning,Normal,25.251,25.251,Abnormal,Probably,0,30,0.75,0.75,2,100
55,D0271,Learning,Abnormal,91.425,91.425,Abnormal,Definitely,1,31,0.75,0.75,2,100
55,D0292,Learning,Abnormal,15.891,15.891,Abnormal,Definitely,1,32,0.75,0.75,2,100
55,D0400,Learning,Abnormal,14.952,14.952,Abnormal,Definitely,1,33,0.75,0.75,2,100
55,D0060,Learning,Normal,31.318,31.318,Normal,Probably,1,34,0.75,0.75,2,100
55,D0369,Learning,Abnormal,54.998,54.998,Abnormal,Probably,0,35,0.75,0.75,2,100
55,D0075,Learning,Normal,15.448,15.448,Abnormal,Definitely,0,36,0.75,0.75,2,100
55,D0202,Learning,Abnormal,9.461,9.461,Abnormal,Definitely,1,37,0.75,0.75,2,100
55,D0294,Learning,Abnormal,20.068,20.068,Abnormal,Definitely,1,38,0.75,0.75,2,100
55,D0011,Learning,Normal,25.561,25.561,Normal,Probably,1,39,0.75,0.75,2,100
55,D0288,Learning,Abnormal,61.721,61.721,Abnormal,Definitely,1,40,0.75,0.75,2,100
55,D0016,Learning,Normal,23.983,23.983,Normal,Definitely,1,41,0.75,0.75,2,100
55,D0270,Learning,Abnormal,15.201,15.201,Abnormal,Definitely,1,42,0.75,0.75,2,100
55,D0192,Learning,Abnormal,20.555,20.555,Abnormal,Definitely,1,43,0.75,0.75,2,100
55,D0067,Learning,Normal,28.418,28.418,Normal,Probably,1,44,0.75,0.75,2,100
55,D0082,Learning,Abnormal,27.908,27.908,Abnormal,Definitely,0,45,0.75,0.75,2,100
55,D0081,Learning,Normal,27.072,27.072,Abnormal,Probably,0,46,0.75,0.75,2,100
55,D0088,Learning,Normal,115.043,115.043,Abnormal,Probably,0,47,0.75,0.75,2,100
55,D0006,Learning,Normal,15.141,15.141,Normal,Probably,1,48,0.75,0.75,2,100
55,D0083,Learning,Normal,20.262,20.262,Abnormal,Definitely,0,49,0.75,0.75,2,100
55,D0239,Learning,Abnormal,13.399,13.399,Abnormal,Definitely,1,50,0.75,0.75,2,100
55,D0119,Learning,Normal,22.158,22.158,Normal,Probably,1,51,0.75,0.75,2,100
55,D0049,Learning,Normal,12.538,12.538,Abnormal,Probably,0,52,0.75,0.75,2,100
55,D0058,Learning,Normal,9.437,9.437,Normal,Probably,1,53,0.75,0.75,2,100
55,D0282,Learning,Abnormal,21.427,21.427,Abnormal,Probably,0,54,0.75,0.75,2,100
55,D0097,Learning,Normal,10.37,10.37,Normal,Definitely,1,55,0.75,0.75,2,100
55,D0319,Learning,Abnormal,7.905,7.905,Abnormal,Definitely,1,56,0.75,0.75,2,100
55,D0343,Learning,Abnormal,10.196,10.196,Abnormal,Definitely,1,57,0.75,0.75,2,100
55,D0197,Learning,Abnormal,11.921,11.921,Abnormal,Definitely,1,58,0.75,0.75,2,100
55,D0273,Learning,Abnormal,42.995,42.995,Abnormal,Definitely,1,59,0.75,0.75,2,100
55,D0305,Learning,Abnormal,9.707,9.707,Abnormal,Definitely,1,60,0.75,0.75,2,100
55,D0367,Learning,Abnormal,87.254,87.254,Abnormal,Definitely,1,61,0.75,0.75,2,100
55,D0109,Learning,Normal,152.669,152.669,Normal,Probably,1,62,0.75,0.75,2,100
55,D0316,Learning,Abnormal,13.214,13.214,Normal,Probably,0,63,0.75,0.75,2,100
55,D0120,Learning,Normal,47.221,47.221,Abnormal,Probably,0,64,0.75,0.75,2,100
55,D0013,Learning,Normal,10.455,10.455,Abnormal,Definitely,0,65,0.75,0.75,2,100
55,D0040,Learning,Normal,56.577,56.577,Normal,Definitely,1,66,0.75,0.75,2,100
55,D0047,Learning,Normal,12.632,12.632,Normal,Probably,1,67,0.75,0.75,2,100
55,D0308,Learning,Abnormal,12.365,12.365,Abnormal,Definitely,1,68,0.75,0.75,2,100
55,D0063,Learning,Normal,12.93,12.93,Normal,Definitely,1,69,0.75,0.75,2,100
55,D0037,Learning,Normal,14.975,14.975,Normal,Probably,1,70,0.75,0.75,2,100
55,D0076,Learning,Normal,23.676,23.676,Normal,Probably,1,71,0.75,0.75,2,100
55,D0230,Learning,Abnormal,9.519,9.519,Abnormal,Definitely,1,72,0.75,0.75,2,100
55,D0104,Learning,Normal,10.323,10.323,Normal,Definitely,1,73,0.75,0.75,2,100
55,D0194,Learning,Abnormal,18.152,18.152,Abnormal,Probably,1,74,0.75,0.75,2,100
55,D0009,Learning,Normal,15.929,15.929,Normal,Probably,1,75,0.75,0.75,2,100
55,D0160,Learning,Abnormal,15.895,15.895,Normal,Probably,0,76,0.75,0.75,2,100
55,D0303,Learning,Abnormal,27.239,27.239,Normal,Probably,0,77,0.75,0.75,2,100
55,D0312,Learning,Abnormal,11.543,11.543,Abnormal,Definitely,1,78,0.75,0.75,2,100
55,D0078,Learning,Normal,9.826,9.826,Normal,Probably,1,79,0.75,0.75,2,100
55,D0156,Learning,Abnormal,22.621,22.621,Abnormal,Definitely,1,80,0.75,0.75,2,100
54,D0088,Learning,Normal,92.866,92.866,Abnormal,Definitely,0,1,0.65,0.75,2,100
54,D0053,Learning,Normal,110.734,110.734,Abnormal,Definitely,0,2,0.65,0.75,2,100
54,D0106,Learning,Normal,42.253,42.253,Abnormal,Definitely,0,3,0.65,0.75,2,100
54,D0369,Learning,Abnormal,75.572,75.572,Abnormal,Definitely,0,4,0.65,0.75,2,100
54,D0351,Learning,Abnormal,102.913,102.913,Abnormal,Probably,0,5,0.65,0.75,2,100
54,D0199,Learning,Abnormal,39.583,39.583,Abnormal,Definitely,1,6,0.65,0.75,2,100
54,D0336,Learning,Abnormal,86.762,86.762,Normal,Definitely,0,7,0.65,0.75,2,100
54,D0170,Learning,Abnormal,40.362,40.362,Abnormal,Definitely,1,8,0.65,0.75,2,100
54,D0104,Learning,Normal,54.263,54.263,Normal,Definitely,1,9,0.65,0.75,2,100
54,D0049,Learning,Normal,52.689,52.689,Abnormal,Probably,0,10,0.65,0.75,2,100
54,D0271,Learning,Abnormal,114.838,114.838,Abnormal,Definitely,1,11,0.65,0.75,2,100
54,D0041,Learning,Normal,80.46,80.46,Abnormal,Probably,0,12,0.65,0.75,2,100
54,D0047,Learning,Normal,33.423,33.423,Abnormal,Definitely,0,13,0.65,0.75,2,100
54,D0308,Learning,Abnormal,56.007,56.007,Abnormal,Probably,1,14,0.65,0.75,2,100
54,D0197,Learning,Abnormal,61.727,61.727,Abnormal,Definitely,1,15,0.65,0.75,2,100
54,D0194,Learning,Abnormal,39.213,39.213,Abnormal,Definitely,0,16,0.65,0.75,2,100
54,D0078,Learning,Normal,75.327,75.327,Normal,Definitely,1,17,0.65,0.75,2,100
54,D0020,Learning,Normal,90.723,90.723,Normal,Definitely,1,18,0.65,0.75,2,100
54,D0160,Learning,Abnormal,76.321,76.321,Normal,Definitely,0,19,0.65,0.75,2,100
54,D0389,Learning,Abnormal,51.31,51.31,Abnormal,Definitely,0,20,0.65,0.75,2,100
54,D0343,Learning,Abnormal,58.286,58.286,Abnormal,Definitely,1,21,0.65,0.75,2,100
54,D0292,Learning,Abnormal,83.95,83.95,Abnormal,Definitely,1,22,0.65,0.75,2,100
54,D0009,Learning,Normal,89.571,89.571,Abnormal,Definitely,0,23,0.65,0.75,2,100
54,D0063,Learning,Normal,26.629,26.629,Abnormal,Definitely,0,24,0.65,0.75,2,100
54,D0119,Learning,Normal,61.94,61.94,Normal,Definitely,1,25,0.65,0.75,2,100
54,D0120,Learning,Normal,84.772,84.772,Normal,Definitely,1,26,0.65,0.75,2,100
54,D0294,Learning,Abnormal,46.692,46.692,Abnormal,Definitely,1,27,0.65,0.75,2,100
54,D0011,Learning,Normal,53.878,53.878,Abnormal,Probably,0,28,0.65,0.75,2,100
54,D0261,Learning,Abnormal,66.371,66.371,Normal,Definitely,0,29,0.65,0.75,2,100
54,D0231,Learning,Abnormal,33.087,33.087,Abnormal,Definitely,1,30,0.65,0.75,2,100
54,D0040,Learning,Normal,45.089,45.089,Normal,Definitely,1,31,0.65,0.75,2,100
54,D0230,Learning,Abnormal,33.476,33.476,Abnormal,Definitely,1,32,0.65,0.75,2,100
54,D0016,Learning,Normal,439.719,300,Normal,Definitely,1,33,0.65,0.75,2,100
54,D0165,Learning,Abnormal,589.19,300,Abnormal,Probably,0,34,0.65,0.75,2,100
54,D0004,Learning,Normal,75.007,75.007,Normal,Definitely,1,35,0.65,0.75,2,100
54,D0372,Learning,Abnormal,166.94,166.94,Abnormal,Definitely,1,36,0.65,0.75,2,100
64,D0319,Learning,Abnormal,35.641,35.641,Abnormal,Definitely,1,15,0.6,0.6,2,100
64,D0305,Learning,Abnormal,31.662,31.662,Abnormal,Definitely,1,16,0.6,0.6,2,100
64,D0120,Learning,Normal,34.125,34.125,Abnormal,Definitely,0,17,0.6,0.6,2,100
64,D0006,Learning,Normal,30.717,30.717,Abnormal,Probably,0,18,0.6,0.6,2,100
64,D0059,Learning,Normal,45.694,45.694,Abnormal,Probably,0,19,0.6,0.6,2,100
64,D0011,Learning,Normal,45.122,45.122,Normal,Probably,1,20,0.6,0.6,2,100
64,D0312,Learning,Abnormal,62.003,62.003,Abnormal,Probably,0,21,0.6,0.6,2,100
64,D0303,Learning,Abnormal,52.004,52.004,Normal,Probably,0,22,0.6,0.6,2,100
64,D0230,Learning,Abnormal,32.815,32.815,Abnormal,Definitely,1,23,0.6,0.6,2,100
64,D0273,Learning,Abnormal,76.211,76.211,Abnormal,Definitely,0,24,0.6,0.6,2,100
64,D0183,Learning,Abnormal,56.039,56.039,Normal,Probably,0,25,0.6,0.6,2,100
64,D0063,Learning,Normal,38.513,38.513,Abnormal,Definitely,0,26,0.6,0.6,2,100
76,D0279,Learning,Abnormal,84.038,84.038,Abnormal,Probably,0,1,0.6,0.6,2,100
76,D0053,Learning,Normal,87.755,87.755,Abnormal,Probably,0,2,0.6,0.6,2,100
76,D0271,Learning,Abnormal,15.106,15.106,Abnormal,Definitely,1,3,0.6,0.6,2,100
76,D0370,Learning,Abnormal,16.764,16.764,Abnormal,Definitely,1,4,0.6,0.6,2,100
76,D0049,Learning,Normal,50.192,50.192,Abnormal,Probably,0,5,0.6,0.6,2,100
76,D0039,Learning,Normal,34.588,34.588,Abnormal,Definitely,0,6,0.6,0.6,2,100
76,D0367,Learning,Abnormal,17.972,17.972,Abnormal,Definitely,1,7,0.6,0.6,2,100
76,D0410,Learning,Abnormal,7.002,7.002,Abnormal,Definitely,1,8,0.6,0.6,2,100
76,D0400,Learning,Abnormal,44.62,44.62,Abnormal,Definitely,1,9,0.6,0.6,2,100
76,D0308,Learning,Abnormal,15.827,15.827,Abnormal,Definitely,1,10,0.6,0.6,2,100
76,D0148,Learning,Abnormal,13.8,13.8,Abnormal,Definitely,1,11,0.6,0.6,2,100
76,D0351,Learning,Abnormal,43.432,43.432,Abnormal,Probably,1,12,0.6,0.6,2,100
76,D0082,Learning,Abnormal,23.277,23.277,Abnormal,Definitely,0,13,0.6,0.6,2,100
76,D0319,Learning,Abnormal,22.648,22.648,Abnormal,Definitely,1,14,0.6,0.6,2,100
76,D0302,Learning,Abnormal,18.251,18.251,Abnormal,Definitely,1,15,0.6,0.6,2,100
76,D0320,Learning,Abnormal,51.124,51.124,Abnormal,Probably,1,16,0.6,0.6,2,100
76,D0020,Learning,Normal,25.268,25.268,Normal,Probably,1,17,0.6,0.6,2,100
76,D0197,Learning,Abnormal,17.816,17.816,Abnormal,Definitely,1,18,0.6,0.6,2,100
76,D0369,Learning,Abnormal,60.226,60.226,Abnormal,Definitely,1,19,0.6,0.6,2,100
76,D0288,Learning,Abnormal,33.943,33.943,Abnormal,Probably,1,20,0.6,0.6,2,100
76,D0067,Learning,Normal,88.976,88.976,Normal,Probably,1,21,0.6,0.6,2,100
76,D0106,Learning,Normal,36.306,36.306,Normal,Probably,1,22,0.6,0.6,2,100
76,D0063,Learning,Normal,33.3,33.3,Normal,Probably,1,23,0.6,0.6,2,100
76,D0239,Learning,Abnormal,19.336,19.336,Abnormal,Definitely,1,24,0.6,0.6,2,100
76,D0058,Learning,Normal,48.24,48.24,Abnormal,Probably,0,25,0.6,0.6,2,100
76,D0282,Learning,Abnormal,35.047,35.047,Abnormal,Definitely,1,26,0.6,0.6,2,100
76,D0013,Learning,Normal,44.509,44.509,Abnormal,Probably,0,27,0.6,0.6,2,100
76,D0009,Learning,Normal,27.13,27.13,Normal,Probably,1,28,0.6,0.6,2,100
76,D0041,Learning,Normal,10.743,10.743,Normal,Probably,1,29,0.6,0.6,2,100
76,D0001,Learning,Normal,26.946,26.946,Normal,Probably,1,30,0.6,0.6,2,100
76,D0270,Learning,Abnormal,13.181,13.181,Abnormal,Probably,1,31,0.6,0.6,2,100
76,D0047,Learning,Normal,42.561,42.561,Normal,Probably,1,32,0.6,0.6,2,100
76,D0091,Learning,Normal,46.985,46.985,Normal,Probably,1,33,0.6,0.6,2,100
76,D0292,Learning,Abnormal,23.842,23.842,Abnormal,Definitely,1,34,0.6,0.6,2,100
76,D0088,Learning,Normal,33.64,33.64,Abnormal,Probably,0,35,0.6,0.6,2,100
76,D0261,Learning,Abnormal,15.557,15.557,Abnormal,Definitely,1,36,0.6,0.6,2,100
76,D0389,Learning,Abnormal,76.616,76.616,Abnormal,Probably,0,37,0.6,0.6,2,100
76,D0185,Learning,Abnormal,29.753,29.753,Abnormal,Probably,1,38,0.6,0.6,2,100
76,D0037,Learning,Normal,24.663,24.663,Normal,Probably,1,39,0.6,0.6,2,100
76,D0305,Learning,Abnormal,18.443,18.443,Abnormal,Probably,0,40,0.6,0.6,2,100
76,D0312,Learning,Abnormal,35.656,35.656,Abnormal,Definitely,1,41,0.6,0.6,2,100
76,D0365,Learning,Abnormal,19.499,19.499,Abnormal,Definitely,1,42,0.6,0.6,2,100
76,D0119,Learning,Normal,31.2,31.2,Abnormal,Probably,0,43,0.6,0.6,2,100
76,D0273,Learning,Abnormal,39.24,39.24,Abnormal,Definitely,0,44,0.6,0.6,2,100
76,D0372,Learning,Abnormal,25.967,25.967,Abnormal,Probably,1,45,0.6,0.6,2,100
76,D0202,Learning,Abnormal,21.893,21.893,Abnormal,Definitely,1,46,0.6,0.6,2,100
76,D0083,Learning,Normal,33.198,33.198,Normal,Probably,1,47,0.6,0.6,2,100
76,D0078,Learning,Normal,16.706,16.706,Normal,Probably,1,48,0.6,0.6,2,100
76,D0231,Learning,Abnormal,20.863,20.863,Normal,Probably,0,49,0.6,0.6,2,100
76,D0183,Learning,Abnormal,48.106,48.106,Abnormal,Probably,1,50,0.6,0.6,2,100
76,D0192,Learning,Abnormal,37.855,37.855,Normal,Probably,0,51,0.6,0.6,2,100
76,D0336,Learning,Abnormal,20.399,20.399,Normal,Probably,0,52,0.6,0.6,2,100
76,D0165,Learning,Abnormal,64.984,64.984,Abnormal,Probably,0,53,0.6,0.6,2,100
76,D0316,Learning,Abnormal,70.497,70.497,Normal,Probably,0,54,0.6,0.6,2,100
76,D0081,Learning,Normal,25.841,25.841,Abnormal,Probably,0,55,0.6,0.6,2,100
76,D0253,Learning,Abnormal,16.101,16.101,Abnormal,Definitely,1,56,0.6,0.6,2,100
76,D0109,Learning,Normal,12.669,12.669,Normal,Probably,1,57,0.6,0.6,2,100
76,D0120,Learning,Normal,39.796,39.796,Abnormal,Probably,0,58,0.6,0.6,2,100
76,D0303,Learning,Abnormal,11.68,11.68,Normal,Probably,0,59,0.6,0.6,2,100
76,D0199,Learning,Abnormal,31.097,31.097,Abnormal,Probably,0,60,0.6,0.6,2,100
76,D0156,Learning,Abnormal,18.976,18.976,Abnormal,Definitely,1,61,0.6,0.6,2,100
76,D0040,Learning,Normal,22.24,22.24,Normal,Probably,1,62,0.6,0.6,2,100
76,D0006,Learning,Normal,12.451,12.451,Normal,Probably,1,63,0.6,0.6,2,100
76,D0131,Learning,Normal,22.237,22.237,Normal,Probably,1,64,0.6,0.6,2,100
76,D0294,Learning,Abnormal,29.842,29.842,Abnormal,Probably,1,65,0.6,0.6,2,100
76,D0230,Learning,Abnormal,20.044,20.044,Abnormal,Probably,1,66,0.6,0.6,2,100
76,D0076,Learning,Normal,25.772,25.772,Normal,Probably,1,67,0.6,0.6,2,100
76,D0016,Learning,Normal,11.199,11.199,Normal,Probably,1,68,0.6,0.6,2,100
76,D0170,Learning,Abnormal,11.178,11.178,Abnormal,Probably,1,69,0.6,0.6,2,100
76,D0318,Learning,Abnormal,16.452,16.452,Abnormal,Definitely,1,70,0.6,0.6,2,100
76,D0059,Learning,Normal,10.688,10.688,Normal,Probably,1,71,0.6,0.6,2,100
76,D0160,Learning,Abnormal,14.134,14.134,Normal,Probably,0,72,0.6,0.6,2,100
76,D0004,Learning,Normal,11.71,11.71,Normal,Probably,1,73,0.6,0.6,2,100
76,D0060,Learning,Normal,49.081,49.081,Abnormal,Probably,0,74,0.6,0.6,2,100
76,D0011,Learning,Normal,11.376,11.376,Normal,Probably,1,75,0.6,0.6,2,100
76,D0194,Learning,Abnormal,27.729,27.729,Abnormal,Probably,0,76,0.6,0.6,2,100
76,D0343,Learning,Abnormal,12.481,12.481,Abnormal,Probably,1,77,0.6,0.6,2,100
76,D0097,Learning,Normal,10.415,10.415,Normal,Probably,1,78,0.6,0.6,2,100
